# source: generated_sample
hour,demand_kwh_reference
0,0.29398667201320317
1,0.3067639196849034
2,0.2753641513392092
3,0.29305433224871513
4,0.29862125789344457
5,0.35464449787987845
6,0.5008138689022729
7,0.7297997461921227
8,0.8682344225081998
9,0.7463623741410721
10,0.5683135923951469
11,0.400448686906297
12,0.30623768871287105
13,0.3207587029835701
14,0.2747918230240319
15,0.355296734681823
16,0.3855795049026268
17,0.5533062013921974
18,0.7603538211580383
19,0.986884907979431
20,1.0653952300021459
21,0.9987515715652329
22,0.7397551274005617
23,0.5177320230431672
24,0.29417517474103366
25,0.28716302506092595
26,0.2913454777740525
27,0.30290905885344804
28,0.2952341516785972
29,0.38313103524681574
30,0.5199644024485944
31,0.7573914794165157
32,0.8783249541015622
33,0.7988132699308711
34,0.5439057775984746
35,0.3827571789487987
36,0.3263670962565929
37,0.2863114249210841
38,0.28385277124116753
39,0.31783659541520576
40,0.39605952542225253
41,0.5528668798521396
42,0.7466962087530431
43,1.04810122987498
44,1.0987782946165623
45,1.011142926281731
46,0.8022963638844987
47,0.5702975519510944
48,0.28918055032429063
49,0.29643303479754
50,0.3061738696560935
51,0.31454554083442204
52,0.3332016506708577
53,0.3443914335044075
54,0.5013097307334105
55,0.7314819529584018
56,0.8974108688966281
57,0.7448126230502136
58,0.5270421792697942
59,0.3629317306202403
60,0.2988310139306085
61,0.3060434050039515
62,0.27935065970865913
63,0.3129196158001772
64,0.37994404332645093
65,0.5504461658694775
66,0.8249422778848098
67,1.098902385769548
68,1.1345239976457542
69,0.9919705181904804
70,0.8055414149692521
71,0.5461219252726105
72,0.290505469508625
73,0.29766520889589676
74,0.2941167360987761
75,0.28270203401497557
76,0.2962639566017366
77,0.35653741901998914
78,0.5394621292844792
79,0.7828679175431006
80,0.8664078159450895
81,0.7505425075855299
82,0.5356369153682374
83,0.381601624538863
84,0.30349304850753694
85,0.2974436732156486
86,0.3067246967553884
87,0.33442013978100393
88,0.4254958517839744
89,0.5350502636028183
90,0.7626366011080775
91,0.9719315562808244
92,1.0819462226628367
93,1.0336932712184377
94,0.8123455863309549
95,0.5652242953541107
96,0.29151155072864066
97,0.28216337755882703
98,0.2896353396690271
99,0.3038989044922755
100,0.3015100945167167
101,0.35166954391350874
102,0.5212774484272583
103,0.7545718585903181
104,0.9009399640491369
105,0.7898535906596755
106,0.5597171390262836
107,0.36150739612843225
108,0.30529891869169207
109,0.2964588818809647
110,0.29849157261395254
111,0.3263830934095774
112,0.36380430965543625
113,0.5536906946726405
114,0.7532267230722014
115,1.010958568414505
116,1.0666378919603008
117,1.018385549053216
118,0.7987037822652588
119,0.5880510689694437
120,0.3553768007866177
121,0.32371641911708365
122,0.33723833696731537
123,0.34982663711780404
124,0.3386502399725886
125,0.43192218215530237
126,0.647196673964174
127,0.8573242800871196
128,0.945180431409668
129,0.8555502783960802
130,0.5961049000886143
131,0.4277361238455847
132,0.35597338653969474
133,0.3401442891410677
134,0.3534840086870404
135,0.38055978918871114
136,0.5141574633185745
137,0.6647487376516591
138,0.9085898056373556
139,1.1457466944247099
140,1.2985408712170206
141,1.2325251449030685
142,0.9417087710491588
143,0.6239069347921623
144,0.3544914688876839
145,0.3537528272509137
146,0.32513744257993826
147,0.3502416335906182
148,0.3535931249789005
149,0.42077660724493127
150,0.582086556438655
151,0.8351623343630161
152,0.9518171805402589
153,0.8232596352544397
154,0.576913595775556
155,0.431773967255718
156,0.34747755892959425
157,0.3222924673081146
158,0.34045652876928073
159,0.3756338647257888
160,0.44685516756623683
161,0.6130830990055854
162,0.938755012674421
163,1.2351445580435005
164,1.2792426160730712
165,1.1439366193589784
166,0.9057413527040925
167,0.631762712972526
168,0.3003965962182892
169,0.2939233184720481
170,0.2850904942022139
171,0.3086356075615278
172,0.3092248109903918
173,0.36781313187638853
174,0.5328401350635263
175,0.7290782254252853
176,0.9055492693399619
177,0.774012430703365
178,0.5441167858308279
179,0.3443912588972625
180,0.30845405360411043
181,0.26987664225360414
182,0.29670587417702765
183,0.3181134722307711
184,0.39749658747731426
185,0.5636968571589114
186,0.7895101956714652
187,1.0514254425058103
188,1.0521869783925921
189,1.0262745041497732
190,0.7665914932045917
191,0.51384337329639
192,0.31019053048321865
193,0.30219263086174275
194,0.29081000334861834
195,0.2919422157762585
196,0.31949325846281124
197,0.39237006489480936
198,0.5213844067457962
199,0.7397153649946696
200,0.8627707213712928
201,0.7875932224071513
202,0.5308808824276783
203,0.3536514094887245
204,0.3222418283233519
205,0.294010711983032
206,0.29091540277594585
207,0.3361028267051275
208,0.39101250522223346
209,0.5805628459582793
210,0.7717607407155624
211,0.9752071803584684
212,1.0853079257716503
213,1.0311495756480702
214,0.8007212523892562
215,0.5396562833700187
216,0.298223772231292
217,0.29232848861445154
218,0.28677797294267376
219,0.30334613792806947
220,0.3088714362882676
221,0.363568652081398
222,0.5517563834319283
223,0.7546900227369259
224,0.86275680673537
225,0.7622414645738231
226,0.539240832805337
227,0.3911178723754298
228,0.3291693079002636
229,0.29599145202243776
230,0.29210201167140915
231,0.3383640393665777
232,0.41897399166559246
233,0.5366124462621852
234,0.8144611286298413
235,1.0180346297612697
236,1.0657129306913196
237,0.9684872666067913
238,0.7847856189169451
239,0.5999701720685653
240,0.31282309437715794
241,0.2804331553344503
242,0.2964757569592446
243,0.32192514038901
244,0.3052030002142946
245,0.3847619255534034
246,0.5426981042003192
247,0.7738022847402708
248,0.8843128602204879
249,0.7793886585565495
250,0.5045294918426335
251,0.36134494554534285
252,0.3102428301008562
253,0.29852693460318663
254,0.30986202389888795
255,0.3282362806385398
256,0.385867975859083
257,0.5208781458999063
258,0.8445213574155161
259,1.0020137879314588
260,1.1469522088522839
261,1.029785612136692
262,0.7732189475545038
263,0.5241309638384601
264,0.29762446199513676
265,0.28938476617124614
266,0.2765472022070117
267,0.2888986973325731
268,0.32014952698413923
269,0.388642978449929
270,0.5376969696623161
271,0.7731397735465195
272,0.8902757004932818
273,0.7261145095528173
274,0.5079038227282026
275,0.3644137414832965
276,0.3191197027070647
277,0.29905180842693
278,0.2950520337008369
279,0.32952227720715294
280,0.40070168156663016
281,0.5172956348673026
282,0.8001229363252719
283,0.9747528044935626
284,1.1051836075528652
285,1.050723863430996
286,0.7668501133271615
287,0.5593366897414687
288,0.345284212336319
289,0.33099887692079283
290,0.3462827119532958
291,0.3647305174954945
292,0.36130700463526016
